year,id,authors,title,venue,paper_year
2001,0116693,"Adamczyk, K. J., McQuistion, T. E., and LaPointe, D.","A New Coccidian Parasite, Isospora samoaensis, from the Wattled Honeyeater (Foulehaio carunculata) from American Samoa.",Acta Protozoologica,2004
2001,0116693,"Metzelaars, H., Spaargaren, T., McQuistion, T.E., and Capparella, A.P.","Isospora iridosornisi, A New Coccidian Parasite (Apicomplexa Eimeriidae) from the Yellow-throated Tanager Iridosornis analis of South America.",Acta Parasitologica.,2005
2001,0116719,"Anderson, E. K., A. P. Carlucci, A. de Risi, and D. C. Kyritsis",Experimental Investigation of the Possibility of Automotive Gasoline Spray Manipulation through Electrostatic Field,International Journal of Vehicle Design,2007
2001,0116719,"Chang, D. L. and C. F. Lee",Computational Studies of Air-Assisted Spray Impingement on a Flat Plate,International Journal of Engine Research,2003
2001,0116719,"Anderson, E. K., A. P. Carlucci, A. de Risi, and D. C. Kyritsis",Electrostatic Effects on Gasoline Direct Injection in Atmospheric Ambiance,Atomization and Sprays,2007
2001,0116719,Agathou M.S. and D.C. Kyritsis,An Experimental Comparison of Non-premixed Bio-butanol Flames with the Corresponding Flames of Ethanol and Methane,Fuel,2011
2001,0116719,"Wang, D., Y. Zeng, and C. F. Lee",Modeling of Air Fuel Mixing in a Stratified Gasoline Direct Injection Engine Using Multicomponent Fuel Representation,Journal of Engines,2003
2001,0116719,"Mathews, W. S., C. F. Lee, and J. E. Peters",Experimental Investigations of Spray/Wall Impingement,Atomization and Sprays,2003
2001,0116719,"Huo, M. and C. F. Lee",Experimental Investigation of Droplet Dynamics and Spray Atomization inside Thermostatic Expansion Valves,SAE International Journal of Materials and Manufacturing,2011
2001,0116719,"Zeng, Y. and C. F. Lee",Computations of Air/Fuel Preparation Process in a Port-Injected Spark-Ignition Engine during Cold-Starting Phase,Journal of Engineering for Gas Turbines and Power,2004
2001,0116719,"Elegant D. S., T. Kang, and D. C. Kyritsis",Experimental Investigation of Electrostatic Effects on Ethanol and Ethanol-diesel Blend Sprays in Atmospheric Ambiance,International Journal of Vehicle Design,2009
2001,0116823,"Liz Goehring, Veronique Robigou, and Paula Keener-Chavis","Enhancing Deep-Sea Science Education: Exploring Ways to Answer the 
?Call 
to Action,?",Current: the Journal of Marine Education,2005
2001,0116823,"Veronique Robigou, Liz Goehring, Kathleen Heidenreich (Eds)",Hydrothermal Vents,Current: the Journal of Marine Education,2005
2001,0116823,multiple,Ridge 2000 Events,Ridge 2000 Events newsletter,2003
2001,0116823,multiple,Ridge 2000 Events,Ridge 2000 Events newsletter,2004
2001,0116823,Assorted,Assorted,Ridge 2000 Events,2005
2001,0116823,Ridge 2000 Steering Committee,USA: Ridge,InterRidge News,2002
2001,0116823,C. Fisher and the Ridge 2000 Steering Commttee,US Ridge 2000 program update,InterRidge News,2005
2001,0116823,Chairman Charles Fisher and the Ridge 2000 Steering Committee,"The National Science Foundation's Ridge 2000 Program: Time-Series 
Experiments and Innovative Technology to Study Mid-Ocean Ridge 
Processes",Sea Technology,2002
2001,0116823,"Deborah Hassler, Elizabeth Goehring, and Charles Fisher",Ridge 2000: A New Program of Interdisciplinary Oceanographic Research,Geotimes,2002
2001,0116823,Ridge 2000 Steering Committee,RIDGE 2000,JOI Newsletter,02
2001,0116823,Ridge 2000 Steering Committee,"Ridge 2000: The Next Decade of Innovative Studies and Discoveries at the 
Mid-Ocean Ridge",GSA Today,2002
2001,0116823,Ridge 2000 Sterring Committee,Ridge 2000 Begins a New Decade of Mid-ocean Ridge Research,"EOS, Transactions, American Geophysical Union",2002
2001,0116823,C. Fisher and the Ridge 2000 Steering Commttee,USA:R2K,InterRidge News,2003
2001,0116823,Ridge 2000 Steering Committee,USA: Ridge 2000,InterRidge News,2003
2001,0116823,Ridge 2000 Steering Committee,"Ridge 2000: the Next Decade of Innovative Studies and Discoveries at the 
Mid-Ocean Ridge",Deep Sea Newsletter,2002
2001,0116823,C. Fisher and the Ridge 2000 Steering Commttee,US Ridge 2000 Program Update,InterRidge News,2004
2001,0116833,"Fang H, Ollero M, Vitkin E, Kimerer LM, Cipolloni PB, Zaman MM, Freedman SD, Bigio IJ, Itzkan I, Hanlon EB and Perelman LT,",Noninvasive Sizing of Subcellular Organelles with Light Scattering Spectroscopy.,IEEE J. Sel. Top. Quant. Elect.,2003
2001,0116895,"J.A. Wilson, E. Switkes, and R. L. DeValois",Glass Pattern Studies of Local and Global Processing of Contrast Variations,Vision Research,2004
2001,0116895,J. Anthony Wilson and Eugene Switkes,Integration of Differing Chromaticities in Early and Midlevel Spatial Vision,"Journal Of the Optical Society of America, A",2005
2001,0116895,"Eugene Switkes, J. A. Wilson, Russell L. De Valois",Glass pattern studies of contrast effects in feature integration and segmentation (Abstract),Journal of Vision,2005
2001,0116895,"Switkes, Eugene",Integration of differing chromaticities in early and midlevel spatial vision [Abstract],Journal of Vision,2002
2001,0116895,E. Switkes and A. J. Adams,Professor Russell L. De Valois 1926-2003,Vision Research,2004
2001,0116971,"R. A. Feierabend, J. W. Stoddard, T. L. Ferguson, and R. B. Kelley",Structural Determination of the Pyrrolizidine Alkaloids from Heliotropium convolvulaceum,Eastern Oregon Science Journal,2003
2001,0116971,"R. D. Champion, M. F. Auble, D. R. Kuenzi, B. J. Hall, and R. B. Kelley",Characterization of Quinones and Pyrrolizidine Alkaloids found in Lithospermum multiflorum,Eastern Oregon Science Journal,2003
2001,0116971,"T. L. Kaneshiro, J. S. Shirley, and R. B. Kelley",Quinolizidine Alkaloids in Lupinus kingii,Eastern Oregon Science Journal,2002
2001,0116971,"T. J. Wood, S. L. Allen, and R. B. Kelley",Determination and Comparisons of Pyrrolizidine Alkaloids from the Genus Omphalodes,Eastern Oregon Science Journal,2002
2001,0117079,"Johnson, T. W., Naithani, S., Zybailov, B., Jones, A. D., Golbeck, J. H. and Chitnis, P.","The menD and menE homologues code for 2-succinyl-6-hydroxyl-2,4-
cyclohexadiene-1-carboxylate synthase and O-succinylbenzoic acid-CoA 
ligase in the phylloquinone biosynthetic pathway of Synechocystis sp. PCC 
6803",Biochim. Biophys. Acta  (Bioenergetics),2002
2001,0117079,"Ishikita, H., Stehlik, D., Golbeck, J.H., Knapp, E.W.",Electrostatic Influence of PsaC Protein Binding to the PsaA/PsaB Heterodimer in Photosystem I,Biophys. J.,206
2001,0117079,"Yumiko Sakuragi, Boris Zybailov, Gaozhong Shen, Donald A. Bryant, John H. Golbeck, Bruce A. Diner, Irina Karygina, Yulia Pushkar, and Dietmar Stehlik","Characterization of a Menb Ruba Double Deletion Mutant in Synechococcus Sp. Pcc 7002 Devoid of Fx, Fa, And Fb and Containing Plastoquinone or Exchanged 9,10-Anthraquinone",Journal of Biological Chemistry,2005
2001,0117079,"Naranbaatar Dashdorj, Wu Xu, Rachel O. Cohen, John H. Golbeck, and Sergei Savikhin","Asymmetric Electron Transfer in Cyanobacterial Photosystem I: Charge Separation 
and Secondary Electron Transfer Dynamics of Mutations Near the Primary Electron 
Acceptor A0",Biophysical Journal,2005
2001,0117079,"van der Est, A., Valieva, A.I., Kandrashkin Yu E., Shen, G., Bryant, D., and Golbeck, J.","Removal of PsaF Alters Forward Electron Transfer in Photosystem I: Evidence for Fast 
Reoxidation of QK-A in Subunit Deletion Mutants of Synechococcus sp. PCC 7002",Biochemistry,2003
2001,0117079,"Golbeck, J., Antonkine, M., and Stehlik, D.","Breaking Biological Symmetry in Photosystem I: How PsaC Evolved to Orient 
Asymmetrically on the Photosystem I Core",Cell . Mol. Biol. Lett,2004
2001,0117079,"Xu W, Chitnis P, Vaieva, A. van der Est A, Krzystyniak, M., Teutloff, C.,  Zech. S. G., Bittl, R., Pushkar J, Stehlik D, Zybailov B, Shen G, Golbeck J.","Electron transfer in cyanobacterial Photosystem I: I. Physiological and 
spectroscopic characterization of forward electron transfer in a putative 
electron transfer pathway from A0 through A1 to FX.",J. Biol. Chem.,2003
2001,0117079,"Vaieva A., Xu W., Guergova-Kuras, M., Brettel K., Chitnis P., Zech S., Pushkar J., Stehlik D., van der Est A. Zybailov B., Shen G., and Golbeck J,","Electron Transfer in Cyanobacterial Photosystem I: II. Determination of Forward 
Electron Transfer Rates in a Putative Electron Transfer Pathway from A0 Through 
A1 to FX.",J. Biol. Chem.,2003
2001,0117079,"Karyagina, I; Golbeck, JH; Srinivasan, N; Stehlik, D; Zimmermann, H",Single-sided hydrogen bonding to the quinone cofactor in photosystem I probed by selective C-13-labelled naphthoquinones and transient EPR,APPLIED MAGNETIC RESONANCE,2006
2001,0117079,"Shinkarev, V., Zybailov, B., Vassiliev, I. and Golbeck, J. H.","Modeling of the P700+ Charge Recombination Kinetics with 
Phylloquinone and Plastoquinone-9 in the A1 Site of PS I",Biophys. J.,2002
2001,0117079,"Sakuragi Y, Zybailov B, Jones AD, Chitnis PR, Bittl R, Zech S, Stehlik D, Golbeck JH, Bryant DA.","Insertional inactivation of the menG Gene, encoding 2-phytyl-1,4-
naphthoquinone methyltransferase of Synechocystis sp. PCC 6803, results in 
the incorporation of 2-phytyl-1,4-naphthoquinone into the A1 Site",Biochemistry,2002
2001,0117079,"Sakuragi Y, Zybailov B, Jones AD, Chitnis PR, Bittl R, Zech S, Stehlik D, Golbeck JH, Bryant DA.","Insertional inactivation of the menG Gene, encoding 2-phytyl-1,4-
naphthoquinone methyltransferase of Synechocystis",Biochemistry41,2002
2001,0117079,"Johnson, W., van der Est, A., Zybailov, B., Shen, G., Stehlik, D., Golbeck, J. and Chitnis, P. R.","Recruitment of a Foreign Quinone into the A1 Site of 
Photosystem I.  IV. Displacement of Plastoquinone-9 by 
Phylloquinone in Media-Supplemented Precursors",J. Biol. Chem.,2002
2001,0117079,"Antonkine, M. L., Bentrop, D., Bertini, I., Luchinat, C., Shen, G., Bryant, D. A., Golbeck, J. H.,  and Stehlik, D.","Solution structure of the Unbound, Oxidized Photosystem I 
Subunit PsaC Containing [4Fe-4S] Clusters FA and FB.",J. Biol. Inorg. Chem.,2002
2001,0117079,"Salikhov, K.M., Pushkar, Y.N., Golbeck, J.H. and Stehlik, D","Interpretation of Multifrequency Transient EPR Spectra of the P700+A0QK- State in 
Photosystem I Complexes with a Sequential Correlated Radical Pair Model: Wild-Type vs. 
A0 Mutants",Appl. Mag. Res.,2003
2001,0117079,"Cohen R,  Shen, G, Golbeck JH, Xu W, Chitnis P, Valieva, AI, van der Est A, Pushkar, J, and Stehlik D","Evidence for Asymmetric Electron Transfer in Cyanobacterial Photosystem I: Analysis of a 
Methionine to Leucine Mutation of the Ligand to the Primary Electron Acceptor A0",Biochemistry,2003
2001,0117079,"Antonkine M, Jordan P, Fromme P, Krauss N, Golbeck J, Stehlik D.","Assembly of protein subunits within the stromal ridge of Photosystem I. 
Structural changes beween unbound and sequentially-bound PS I-bound 
polypeptides and correlated changes of the magnetic properties of the 
terminal iron-sulfur clusters.",J. Mol. Biol.,2003
2001,0117079,"Pushkar, Y. N., Golbeck, J. H. and Stehlik, D.","Asymmetric Binding of the Quinone Cofactor in Photosystem I Probed using 13C labeled 
Naphthoquinones",J. Phys. Chem. B.,2004
2001,0117097,"Melby, MK",Climacteric symptoms among Japanese women and men: comparison of four symptom checklists,CLIMACTERIC,2006
2001,0117097,"Melby, MK",Vasomotor symptom prevalence and language of menopause in Japan,MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,2005
2001,0117097,"Moloney, MF; Strickland, OL; DeRossett, SE; Melby, MK; Dietrich, AS",The experiences of midlife women with migraines,JOURNAL OF NURSING SCHOLARSHIP,2006
2001,0117097,"Melby, MK",Factor analysis of climacteric symptoms in Japan,MATURITAS,2005
2001,0117097,"Melby, MK; Lock, M; Kaufert, P",Culture and symptom reporting at menopause,HUMAN REPRODUCTION UPDATE,2005
2001,0117097,"Melby, Melissa K. PhD, CPGS, MPhil, MA",Chilliness: a vasomotor symptom in Japan,. Menopause,2007
2001,0117097,"Melby, MK; Watanabe, S; Whitten, PL; Worthman, CM",Sensitive high-performance liquid chromatographic method using coulometric electrode array detection for measurement of phytoestrogens in dried blood spots,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,2005
2001,0117117,"Ding K., Seyfried W. E., Jr., Tivey M. K., Von Damm K. L., Bradley A. M., and Zhang Z",In-situ pH measurement of hydrothermal fluids at Mid-ocean ridges,Earth & Planetary Science Letters,2005
2001,0117117,"Shank T., Fornari D., Yoerger D., Humphris S., Bradley A., Hammond S., Lupton J., Scheirer D., R. C., Reysenbach A., Ding K., Seyfried W., Butterfield D., Olson E., Lilley M., Ward N., and Eisen J",Deep submergence synergy: Alvin and ABE explore the Galapagos Rift at 68°W,"EOS, Transactions of the American Geophysical Union",2003
2001,0117117,"Ding, K.
Seyfried, William E., Jr.
Tivey, M. K.
Bradley, A. M","In-Situ measurement of dissolved H2 and H2S in high-temperature hydrothermal vent fluids at the main Endeavour Field, Juan de Fuca Ridge",Earth and Planetary Sciences,2001
2001,0117117,"Ding, K., Seyfried, W. E, Jr.",In-situ measurement of pH and dissolved H2 in mid-ocean hydrothermal fluids at elevated temperatures and pressures,Chemical Reviews,2007
2001,0117213,"Cheney, D.L., Seyfarth, R.M.,  Fischer, J., Beehner, J., Bergman, T., Johnson, S.E., Kitchen, D., Palombit, R.A., Rendall, D., & Silk, J.B","Factors affecting reproduction and mortality among baboons in the Okavango Delta, Botswana",International Journal of Primatology,2004
2001,0117213,"Lemasson, A., Palombit, R.A. & Jubin, R.",Friendships between males and lactating females in a free-ranging group of olive baboons (Papio hamadryas anubis): Evidence from playback experiments,Behavioral Ecology and Sociobiology,2008
2001,0117255,S. Chalasani and R. V. Boppana,Data Architectures for RFID Transactions,IEEE Transactions on Industrial Informatics,2007
2001,0117255,X. Su and R.V. Boppana,Crosscheck mechanism to identify malicious nodes in ad hoc networks,SECURITY AND COMMUNICATION NETWORKS,2009
2001,0117255,"J. Sounderpandian, R.V. Boppana, S. Chalasani and A.M. Madni",Models for Cost-benefit Analysis of RFID Implementations in Retail Stores,IEEE Systems Journal,2007
2001,0117255,Konstantinos Kyriakopoulos and Kleanthis Psarris,Non-Linear Symbolic Analysis for Advanced Program Parallelization,IEEE Transactions on Parallel and Distributed Systems,2009
2001,0117255,Konstantinos Kyriakopoulos and Kleanthis Psarris,Data Dependence Analysis Techniques for Increased Accuracy and Extracted Parallelism,International Journal of Parallel Programming,2004
2001,0117255,Kleanthis Psarris and Konstantinos Kyriakopoulos,An Experimental Evaluation of Data Dependence Analysis Techniques,IEEE Transactions on Parallel and Distributed Systems,2004
2001,0117255,"Jeffery von Ronne, Andreas Gampe, David Niedzielski, and Kleanthis Psarris",Safe Bound Check Annotations,Concurrency and Computation: Practice and Experience,2009
2001,0117255,S. Chalasani and R.V. Boppana,Adaptive Multimodule Routers for Multiprocessor Architectures,Information Systems Frontiers,2005
2001,0117255,S. Chalasani and R. V. Boppana,Data Architectures for RFID Transactions,IEEE Transactions on Industrial Informatics,2007
2001,0117255,Kleanthis Psarris,Program Analysis Techniques for Transforming Programs for Parallel Execution,Parallel Computing,2002
2001,0117255,"Yi-Gang Tai, Chia-Tien Dan Lo, and Kleanthis Psarris",FPGA-Based Hardware Acceleration on I/O-Bound Scientific Applications,WSEAS Transactions on Computers,2006
2001,0117255,S. Chalasani and R.V. Boppana,Software Architectures for E-Commerce Computing Systems with External hosting,International Journal of Computer Applications,2005
2001,0117255,S. Chalasani and R.V. Boppana,Adaptive Multimodule Routers for Multiprocessor Architectures,Information Systems Frontiers,2005
2001,0117255,Kleanthis Psarris and Konstantinos Kyriakopoulos,An Experimental Evaluation of Data Dependence Analysis Techniques,IEEE Transactions on Parallel and Distributed Systems,2004
2001,0117255,X. Su and R.V. Boppana,Mitigation of Colluding Route Falsification Attacks by Insider Nodes in Mobile Ad Hoc Networks,WIRELESS COMMUNICATIONS AND MOBILE COMPUTING,2009
2001,0117357,"Newlon AW, III, Yund PO, Stewart-Savage J.","Phenotypic plasticity of reproductive effort in a colonial ascidian, Botryllus schlosseri.",J Exp Zool,2003
2001,0117400,"Kolokotronis, SO; MacPhee, RDE; Greenwood, AD",Detection of mitochondrial insertions in the nucleus (NuMts) of Pleistocene and modern muskoxen,BMC EVOLUTIONARY BIOLOGY,2007
2001,0117400,"Greenwood, AD; Englbrecht, CC; MacPhee, RDE",Characterization of an endogenous retrovirus class in elephants and their relatives,BMC EVOLUTIONARY BIOLOGY,2004
2001,0117400,"MacPhee, RDE",Mammoths in the insular Nearctic? Some constraints on the existence of a Pleistocene megafaunal refugium in the Canadian Arctic Archipelago,QUATERNARY INTERNATIONAL,2007
2001,0117400,"Binladen, J., Carsten Wiuf, C., Thomas, M., Gilbert, P., Bunce, M., Barnett, R., Larson, G., Greenwood, A.D., Haile, J., Hansen, A.J., Willerslev, E.",Assessing the fidelity of ancient DNA sequences amplified from nuclear genes.,Genetics,2006
2001,0117400,"Capelli, C; MacPhee, RDE; Roca, AL; Brisighelli, F; Georgiadis, N; O'Brien, SJ; Greenwood, AD",A nuclear DNA phylogeny of the woolly mammoth (Mammuthus primigenius),MOLECULAR PHYLOGENETICS AND EVOLUTION,2006
2001,0117400,"MacPhee RDE, Tikhonov AN, Mol D, Greenwood AD",Late Quaternary loss of genetic diversity in muskox (Ovibos).,BMC Evolutionary Biology,2005
2001,0117400,"Poinar, HN; Schwarz, C; Qi, J; Shapiro, B; MacPhee, RDE; Buigues, B; Tikhonov, A; Huson, DH; Tomsho, LP; Auch, A; Rampp, M; Miller, W; Schuster, SC",Metagenomics to paleogenomics: Large-scale sequencing of mammoth DNA,SCIENCE,2006
2001,0117400,MacPhee RDE; Wyatt KB; Greenwood AD; Gilbert MTP; Hynes W,Hyperdisease redux: introduced trypanosomiasis and extinction of endemic murines on Christmas Island,Journal of Vertebrate Paleontology,2007
2001,0117400,"MacPhee, R. D. E., Tikhonov, A. N., Mol, D., de Marliave, C., van der Plicht, H., Greenwood, A. D., Flemming, C.,and Agenbroad, L.",Radiocarbon chronologies and extinction dynamics of the late Quaternary,Journal of Archaeological Science 29: 1017,2002
2001,0117518,J. Lee,Smart Products and Service Systems for e-Business Transformation,International Journal of Technology Management,2003
2001,0117518,"Jihong Yan, Jay Lee, Yi-Cheng Pan","Introduction of Watchdog Prognostics Agent and its Application to Elevator Hoistway Performance Assessment,","Journal of Chinese Institute of Industrial Engineers
",2005
2001,0117518,"Qu, L.S., Li, L., Lee J","Cybernetics in Machinery Diagnosis and Prognostics,","International Journal of Advanced Engineering Informatics,",2003
2001,0117518,"Hai Qiu, Jay Lee , Jing Lin , Gang Yu.",Robust Performance Degradation Assessment Methods for Enhanced Rolling Element Bearings,Journal of Advanced Engineering Informatics,2003
2001,0117518,"Dragan Djurdjanovic, Jay Lee, Jun Ni",Watchdog Agent¨CAn Infotronics-based Prognostics Approach for Product Performance Degradation Assessment and Prediction,Journal of Advanced Engineering Informatics,2003
2001,0117518,"Yan, Jihong, Koc, Muammer, Lee, Jay","A Prognostics Algorithm for Machine Performance Assessment and its Application,¡±"," International Journal on Production Planning & Control,",2004
2001,0117660,"Tengberg, A., J. Hovdenes, H.J. Andersson, O. Brochandel, R. Diaz, D. Hebert, T. Arnerich, C. Huber, A. Kortzinger, A. Khripounoff, F. Rey, C. Ronning, J. Schimanski, S. Sommer and A. Stangelmayer",Evaluation of a lifetime based optode to measure oxygen in aquatic systems,Limnology & Oceanography: Methods,2006
2001,0117660,"Hebert, D. and T. Rossby",Oceanographic instrument returns after two years,Oceanography,2005
2001,0117772,"Blahnik, R.J., H. Paprocki, and R.W. Holzenthal","New distribution and species records of Trichoptera from southern and southeastern 
Brazil.",Biota Neotropica,2004
2001,0117772,"Holzenthal, R.W.",Three new species of Chilean caddisflies (Insecta:  Trichoptera),Proceedings of the Entomological Society of Washington,2004
2001,0117772,"Holzenthal, RW; Robertson, DR",Four new species of Contulma from South America (Trichoptera : Anomalopsychidae),ZOOTAXA,2006
2001,0117772,"Holzenthal, R.W., and T. Andersen",The genus Triaenodes in the Neotropics (Trichoptera:  Leptoceridae),Zootaxa,2004
2001,0117772,"Holzenthal, R.W., and A.M.O. Pes","A new genus of long-horned caddisfly from the Amazon Basin (Trichoptera:  Leptoceridae:  
Grumichellini)",Zootaxa,2004
2001,0117772,"Konstantinov, AS; Chamorro-Lacayo, ML",A new genus of moss-inhabiting flea beetles (Coleoptera : Chrysomelidae) from the Dominican Republic.,COLEOPTERISTS BULLETIN,2006
2001,0117772,"Bueno-Soria, J., and R.W. Holzenthal","New species and records of the microcaddisfly genus Metrichia Ross from Costa Rica 
(Trichoptera:  Hydroptilidae)",Studies on Neotropical Fauna and Environment,2003
2001,0117772,"Hamilton, S.W., and R.W. Holzenthal",Five new species of Polycentropodidae from Ecuador and Venezuela (Trichoptera),Zootaxa,2005
2001,0117772,"Paprocki, H.",Insetos arquitetos,Ciencia Hoje,2003
2001,0117772,"Holzenthal, RW; Andersen, T",Review of the caddisfly genus Tagalopsyche with the description of new species and a related new genus (Trichoptera : Leptoceridae : Mystacidini),ZOOTAXA,2007
2001,0117772,"Johanson, K.A., and R.W. Holzenthal","Thirteen new species and new distribution records of Helicopsyche ( Feropsyche ) 
Johanson from Venezuela (Trichoptera: Helicopsychidae)",Zootaxa,2004
2001,0117772,"Robertson, DR; Holzenthal, RW",The neotropical caddisfly genus Canoptila (Trichoptera : Glossosomatidae),ZOOTAXA,2006
2001,0117772,"Blahnik, R.J.","New species of Chimarrhodella from Venezuela and Ecuador (Trichoptera:  
Philopotamidae).",Zootaxa,2004
2001,0117772,"Chamorro-Lacayo, M.L., and R.W. Holzenthal","Seven new species of Polyplectropus Ulmer (Trichoptera:  Polycentropodidae) from Costa 
Rica",Proceedings of the Entomological Society of Washington,2003
2001,0117772,"Prather, A. L.",Revision of the Neotropical caddisfly genus Phylloicus (Trichoptera: Calamoceratidae).,Zootaxa,2003
2001,0117772,"Blahnik, R.J.","Alterosa, a new caddisfly genus from Brazil (Trichoptera:  Philopotamidae)",Zootaxa,2005
2001,0117772,"Blahnik, RJ; Holzenthal, RW",Revision of the genus Culoptila (Trichoptera : Glossosomatidae),ZOOTAXA,2006
2001,0117772,"Calor, AR; Holzenthal, RW; Amorim, DS","Phylogenetic analysis of Notalina (Neonotalina) Holzenthal (Trichoptera : Leptoceridae), with the description of two new species from southeastern Brazil",ZOOTAXA,2006
2001,0117772,"Paprocki, H., R.W. Holzenthal, and R.J. Blahnik",Checklist of the Trichoptera (Insecta) of Brazil I,Biota Neotropica,2004
2001,0117772,"Holzenthal, RW; Blahnik, RJ",The caddisfly genus Protoptila in Costa Rica (Trichoptera : Glossosomatidae),ZOOTAXA,2006
2001,0117772,"Paprocki, H., R.W. Holzenthal, and C. Cressa","A new species of Smicridea McLachlan (Trichoptera:  Hydropsychidae) from 
Venezuela and its role in travertine biogenesis",Journal of the North American Benthological Society,2003
2001,0117772,"Prather, A. L",Revision of the Neotropical caddisfly genus Banyallarga (Trichoptera: Calamoceratidae).,Zootaxa,2004
2001,0117772,"Chamorro-Lacayo, M.L., and A.S. Konstantinov","Morpholopgy of the prothorax and procoxa in the New World Cryptocephalini (Coleoptera:  
Chrysomelidae:  Cryptocephalinae)",Zootaxa,2004
2001,0117772,"Chamorro-Lacayo, ML; Konstantinov, AS; Moseyko, AG",Comparative morphology of the female genitalia and some abdominal structures of Neotropical Cryptocephalini (Coleoptera : Chrysomelidae : Cryptocephalinae),COLEOPTERISTS BULLETIN,2006
2001,0117772,"Robertson, DR; Holzenthal, RW",The Neotropical caddisfly genus Tolhuaca (Trichoptera : Glossosomatidae),ZOOTAXA,2005
2001,0117810,"Mahanti, A; Eager, DL; Vernon, MK",Improving multirate congestion control using a TCP Vegas throughput model,COMPUTER NETWORKS-THE INTERNATIONAL JOURNAL OF COMPUTER AND TELECOMMUNICATIONS NETWORKING,2005
2001,0117810,"Almeida, JM; Eager, DL; Vernon, MK; Wright, SJ",Minimizing delivery cost in scalable streaming content distribution systems,IEEE TRANSACTIONS ON MULTIMEDIA,2004
2001,0117810,"Gast, J; Barford, P",Representing the Internet as a succinct forest,COMPUTER NETWORKS-THE INTERNATIONAL JOURNAL OF COMPUTER AND TELECOMMUNICATIONS NETWORKING,2004
2001,0117810,"Tan, HN; Eager, DL; Vernon, MK",Delimiting the range of effectiveness of scalable on-demand streaming,PERFORMANCE EVALUATION,2002
2001,0117810,"Mahanti, A; Eager, DL; Vernon, MK; Sundaram-Stukel, DJ",Scalable on-demand media streaming with packet loss recovery,IEEE-ACM TRANSACTIONS ON NETWORKING,2003
2001,0117810,"Carlsson, N; Eager, DL; Vernon, MK",Multicast protocols for scalable on-demand download,PERFORMANCE EVALUATION,2006
2001,0117810,"Barford, P; Sommers, J",Comparing probe- and router-based packet-loss measurement,IEEE INTERNET COMPUTING,2004
2001,0117850,J. S. Baskin and A. H. Zewail,Ultrafast Electron Diffraction: Oriented Molecular Structures in Space and Time,Chem. Phys. Chem.,2005
2001,0117850,"Ramesh Srinivasan, Jonathan S. Feenstra, Sang Tae Park, Shoujun Xu, and Ahmed H. Zewail",Direct Determination of Hydrogen-Bonded Structures in Resonant and Tautomeric Reactions Using Ultrafast Electron Diffraction,J. Am. Chem. Soc.,2004
2001,0117850,"D. Shorokhov, S. T. Park, and A. H. Zewail",Ultrafast Electron Diffraction: Dynamical Structures on Complex Energy Landscapes,ChemPhysChem,2005
2001,0117850,"J. S. Feenstra, S. T. Park, and A. H. Zewail",Excited State Molecular Structures and Reactions Directly Determined by Ultrafast Electron Diffraction,J. Chem. Phys.,2005
2001,0117850,"J.K. Amisha Kamal, Tianbing Xia, Samir Kumar Pal, Liang Zhao, and Ahmed H. Zewail",Enzyme Functionality and Solvation of Subtilisin Carlsberg; from Hours to Femtoseconds,Chem. Phys. Lett,2004
2001,0117850,"Y. Arasaki, K. Takatsuka, K. Wang, and B.V. McKoy",Femtosecond Energy- and Angle-Resolved Photoelectron Spectroscopy,J. Chem. Phys.,2000
2001,0117850,"Baum, P; Zewail, AH",Attosecond electron pulses for 4D diffraction and microscopy,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007
2001,0117850,"Y. Wang, J. S. Baskin, T. Xia, and A. H. Zewail",Human Myoglobin Recognition of Oxygen: Dynamics of the Energy Landscape,Proc. Natl. Acad. Sci.,2004
2001,0117850,"A. Espagne, D. H. Paik, P. Changenet-Barret, M. Martin, and A. H. Zewail",Ultrafast Photoisomerization of the Photoactive Yellow Protein Chromophore in Solution: Influence of the Protonation State.,Chem. Phys. Chem.,2006
2001,0117850,"Baum, P; Zewail, AH",Breaking resolution limits in ultrafast electron diffraction and microscopy,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2006
2001,0117850,"C. Wan, T. Xia, H.-C. Becker, and A. H. Zewail",Ultrafast Unequilibrated Charge Transfer: A New Channel in the Quenching of Fluorescent Biological Probes,Chem. Phys. Lett.,2005
2001,0117850,"M. T. N. Varella, Y. Arasaki, H. Ushiyama, K. Takatsuka, V. McKoy",Time-resolved photoelectron spectroscopy of proton transfer in the ground state of chloromalonaldehyde: wave packet dynamics on effective potential surfaces of reduced dimensionality,J. Chem. Phys.,2006
2001,0117850,"X. Qu, C. Wan, H.-C. Becker, D. Zhong, and A.H. Zewail",The Anticancer Drug-DNA Complex: Femtosecond Primary Dynamics for Anthracycline Antibiotics Function,Proc. Natl. Acad. Sci.,2001
2001,0117850,"W. Qiu, Y-T. Kao, L. Zhang, Y. Yang, L. Wang, W. Stites, D. Zhong, and A. H. Zewail",Protein Surface Hydration Mapped by Site-Specific Mutations,Proc. Natl. Acad. Sci.,2006
