year,id,authors,title,venue,paper_year
2000,0070879,Matthew C. Cargo and Robert Littlejohn,Phase space deformation and basis set optimization,Phys. Rev. E,2002
2000,0070879,Robert G. Littlejohn and Paul Wright,Semiclassical generalization of the Darboux-Christoffel formula,J. Math. Phys.,2002
2000,0070879,"Cargo, Gracia-Saz, Littlejohn, Reinsch, de M Rios","Quantum normal forms, Moyal star product and Bohr-Sommerfeld quantization",J Phys A,2004
2000,0070879,Robert G. Littlejohn and Matthew C. Cargo,Bessel discrete variable representation bases,J. Chem. Phys.,2002
2000,0070879,Robert G. Littlejohn and Matthw Cargo,An Airy discrete variable representation basis,J. Chem. Phys.,2002
2000,0070879,Matthew Cargo and Robert G. Littlejohn,Tetrahedrally invariant discrete variable representation basis on the sphere,J. Chem. Phys.,2002
2000,0070879,Robert G. Littlejohn and Matthew C. Cargo,Multidimensional discrete variable representation bases: Sinc functions and group theory,J. Chem. Phys.,2002
2000,0070879,Robert G. Littlejoh and Matthew C. Cargo,A general framework for discrete variable representation basis sets,J. Chem. Phys.,2002
2000,0071020,"Misner, CW",Spherical harmonic decomposition on a cubic grid,CLASSICAL AND QUANTUM GRAVITY,2004
2000,0071020,"Imbiriba, B; Baker, J; Choi, DI; Centrella, J; Fiske, DR; Brown, JD; van Meter, JR; Olson, K",Evolving a puncture black hole with fixed mesh refinement,PHYSICAL REVIEW D,2004
2000,0071020,"Fiske, DR",Toward making the constraint hypersurface an attractor in free evolution,PHYSICAL REVIEW D,2004
2000,0071020,"Fiske, DR; Baker, JG; van Meter, JR; Choi, DI; Centrella, JM",Wave zone extraction of gravitational radiation in three-dimensional numerical relativity,PHYSICAL REVIEW D,2005
2000,0071020,"Shoemaker, D; Smith, K; Sperhake, U; Laguna, P; Schnetter, E; Fiske, D",Moving black holes via singularity excision,CLASSICAL AND QUANTUM GRAVITY,2003
2000,0071020,"Alcubierre, M; Allen, G; Bona, C; Fiske, D; Goodale, T; Guzman, FS; Hawke, I; Hawley, SH; Husa, S; Koppitz, M; Lechner, C; Pollney, D; Rideout, D; Salgado, M; Schnetter, E; Seidel, E; Shinkai, H; Shoemaker, D; Szilagyi, B; Takahashi, R; Winicour, J",Towards standard testbeds for numerical relativity,CLASSICAL AND QUANTUM GRAVITY,2004
2000,0071050,"Charlton, P.R., Anderson, S.B., Blackburn, J.K., Edlund, J., 
Jenet, F.A., Lazzarini, A., Prince, T. A., and Wen, L.",A method for the detection of gravitational waves from inspiralling compact binaries using a fast chirp transform,Class. Quant. Grav.,2002
2000,0071050,"Sengupta, A.S., Dhurandhar, S.V., Lazzarini, A., Prince, T.",Extended hierarchical search (EHS) algorithm for detection of gravitational waves from inspiraling compact binaries,Class. Quant. Grav.,2002
2000,0071050,Jenet FA and Prince TA,Detection of variable frequency signals using a fast chirp transform,PHYSICAL REVIEW D,2000
2000,0071096,H. QIN and X. ZHOU,"The class of binary matroids with no M(K_{3,3})-, M(K_5)-, M^*(K_{3,3})-, or M^*(K_5)-minor",Journal of Combinatorial Theory,2004
2000,0071096,"Maria Chudnovski, Neil Robertson, Paul Seymour and Robin Thomas",The strong perfect graph theorem,Annals of Mathematics,2006
2000,0071096,"Chudnovsky, Maria; Robertson, Neil; Seymour, Paul; Thomas, Robin",Progress on perfect graphs,Math. Program.,2003
2000,0071096,X. ZHOU,On internally 4-connected non-regular binary matroids,Journal of Combinatorial Theory,2004
2000,0071096,"J. F. Geelen, A. M. H. Gerards, Neil Robertson and G. P. Whittle",On the Excluded Minors for the Matroids of Branch Width k,J. Combinatorial Theory,2003
2000,0071096,"J. F. Geelen, A. M. H. Gerards, Neil Robertson and G. P. Whittle , , 96B (2006), no. 2, 261-265.",Obstructions to branch-decomposition of matroids,J. Combinatorial Theory,2006
2000,0071202,"Cappell, Sylvain E. ; Libgober, Anatoly ; Maxim, Laurentiu ; Shaneson, Julius L.",Hodge genera and characteristic classes of complex algebraic varieties.,"Electron. Res. Announc. Math. Sci. 15 (2008), 1--7.",2008
2000,0071202,"Cappell, Sylvain E. ; Libgober, Anatoly ; Maxim, Laurentiu G. ; Shaneson, Julius L.",Hodge genera of algebraic varieties. II.,"Math. Ann. 345 (2009), no. 4, 925--972.",2009
2000,0071202,"Cappell, Sylvain E. ; Maxim, Laurentiu ; Shaneson, Julius L.",Equivariant genera of complex algebraic varieties.,"Int. Math. Res. Not. IMRN 2009, no. 11, 2013--2037.",2009
2000,0071202,"Cappell, Sylvain E. ; Maxim, Laurentiu G. ; Shaneson, Julius L.",Euler characteristics of algebraic varieties.,"Comm. Pure Appl. Math. 61 (2008), no. 3, 409--421.",2008
2000,0071202,"Cappell, Sylvain E. ; Maxim, Laurentiu G. ; Shaneson, Julius L.",Hodge genera of algebraic varieties. I.,"Comm. Pure Appl. Math. 61 (2008), no. 3, 422--449.",2008
2000,0071202,"S. Cappell, L. Maxim, J. Shaneson: 15-
25.","""Intersection cohomology invariants of algebraic
varieties"",","in ""Singularities I: Algebraic and Analytic Aspects"", Contemp. Math. 474 (2008),",2008
2000,0071311,"S Wu, EJ Su, M Prentiss",Time domain de Broglie wave interferometry along a magnetic guide,European Physical Journal D,2005
2000,0071311,"M Vengalattore, M Prentiss",Recoil-induced resonances in the high-gain regime,Physical Reveiew A,2005
2000,0071311,"Y Shin, C Sanner, GB Jo, TA Pasquini, M Saba, W Ketterle, DE Pritchard, M Vengalattore, M Prentiss",Interference of Bose-Einstein condensates split with an atom chip,Physical Review A,2005
2000,0071311,"V. Vuletic, A.T. Black, J. Simon, and J. K. Thompson",External-Feedback Laser Cooling of Molecular Gases, Phys. Rev. A,2007
2000,0071311,"J. K. Thompson, J. Simon, H. Loh, and V. Vuletic","A High-Brightness Source of Narrowband, Identical-Photon Pairs",Science,2006
2000,0071311,"I. Teper, Y. Lin, and V. Vuletic",Resonator-Aided Detection of Single Atoms on a Microchip,Phys. Rev. Lett.,2006
2000,0071311,"H. Loh, Y. Lin, I. Teper, M. Cetina, J. Simon, J.K. Thompson, and V. Vuletic",Influence of grating parameters on the linewidths of external-cavity diode lasers,Applied Optics,2006
2000,0071311,"A.T. Black, J. K. Thompson, and V. Vuletic",On-Demand Superradiant Conversion of Atomic Spin Gratings into Single Photons with High Efficiency,Phys. Rev. Lett.,2005
2000,0071311,"A.T. Black, J. K. Thompson, and V. Vuletic",Collective forces on atoms in resonators,J. Phys. B: At. Mol. Opt. Phys.,2005
2000,0071311,V. Vuletic,When Superatoms Talk Photons,Nature Physics News & Views,2006
2000,0071311,"V. Vuletic, J.K. Thompson, and A.T. Black",Generating Single Photons on Demand,Physics@MIT,2005
2000,0071311,"G.K. Campbell, J. Mun, M. Boyd, P. Medley, A.E. Leanhardt, L. Marcassa, D.E. Pritchard, W. Ketterle",Imaging the Mott Insulator Shells By Using Atomic Clock Shifts,Science,2006
2000,0071311,"M.W. Zwierlein, J.R. Abo-Shaeer, A. Schirotzek, C.H. Schunck, and W. Ketterle",Vortices and Superfluidity in a Strongly Interacting Fermi Gas,Nature,2005
2000,0071311,"M.D. Eisaman, A. Andre, F. Massou, M. Fleischhauer, A.S. Zibrov, M.D. Lukin",Electromagnetically induced transparency with tunable single-photon pulses,Nature,2005
2000,0071311,"A. Andre, M.D. Eisamann, R.L. Walsworth, A.S. Zibrov, M.D. Lukin",Quantum control of light using electromagnetically induced transparency,Journal of Physics B,2005
2000,0071311,"E. Altman, A. Polkovnikov, E. Demler, B. Halperin, M.D. Lukin",Superfluid-insulator transition in a moving system of interacting bosons,Phys.Rev.Lett,2005
2000,0071311,"A. Polkovnikov, E. Altman, E. Demler, B. Halperin, M.D. Lukin",Decay of a superfluid currents in a moving system of strongly interacting bosons,Phys.Rev.A,2005
2000,0071311,"Vengalattore, M; Prentiss, M.",Radial confinement of light in an ultracold anisotropic medium,Physical Review Letters,2005
2000,0071311,"Vengalattore, M; Prentiss, M.",A reciprocal magnetic trap for neutral atoms,European Physical Journal D,2005
2000,0071311,"Y Shin, C Sanner, GB Jo, T A Pasquini, M Saba, W Ketterle, D E Pritchard, M Vengalattore, M Prentiss",Interference of Bose-Einstein condensates split with an atom chip,Physical Review A,2005
2000,0071311,"KE Paul, TL Breen, T Hadzik, GM Whitesides, SP Smith, M Prentiss",Imaging patterns of intensity in topographically directed photolithography,Journal of VAcuum Science and Technology B,2005
2000,0071311,"E Alsberg, E Feinstein, MP Joy, M Prentiss, DE Ingber",Magnetically-guided self-assembly of fibrin matrices with ordered nano-scale structure for tissue engineering,Tissue Engineering,2006
2000,0071311,"CH Lee, C Danilowicz, VW Coljee, M Prentiss",Comparison of the measured phase diagrams in the force-temperature plane for the unzipping of two different natural DNA sequences,European Physical Journal E,2006
2000,0071311,"CH Lee, C Danilowicz, VW Coljee, M Prentiss","Response to the two comments on the paper ""Comparison of the measured phase diagrams in the force-temperature plane for the unzipping of two different natural DNA sequences""",European Physical Journal E,2006
2000,0071311,"CH Lee, C Danilowicz, RS Conroy, VW Coljee, M Prentiss",Impacts of magnesium ions on the unzipping of gimel-phage DNA,Journal of Physics - Condensed Matter,2006
2000,0071311,"E Feinstein, M Prentiss",Three-dimensional self-assembly of structures using pressure due to a ferrofluid in a magnetic field gradiant,Journal of Applied Physics,2006
2000,0071311,"GM Whitesides, D Vezenov, B Mayers, R Conroy, DB Wolfe, M Prentiss, P Garstecki",Optics in Small Systems,Abstracts of Papers of the American Chemical Society (part 2),2005
2000,0071311,"RS Conroy, BT Mayers, DV Vezenov, DB Wolfe, MG Prentiss, GM Whitesides",Optical waveguiding in suspensions of dialectric particles,Applied Optics,2005
2000,0071311,"M Vengalattore, M Prentiss",Radial confinement of light in an ultracold anisotropic medium,Physical Review Letters,2005
2000,0071311,"DB Wolfe, DV Vezenov, BT Mayers, GM Whitesides, RS Conroy, MG Prentiss",Diffusion-controlled optical elements for optofluidics,Applied Science Letters,2005
2000,0071311,"M.D. Lukin, M. Eisaman",A quantum leap from light to atoms,Nature (News & Views),2006
2000,0071311,"A. Andre, D.DeMille, J.M.Doyle, M.D.Lukin, S.E.Maxwell, P.Rabl, R.Schoelkopf, P.Zoller","Polar molecules near superconducting resonators: a coherent, all-electrical, molecule-mesoscopic interface",Nature Physics,2006
2000,0071311,"A. Imambekov, C.J. Bolech, M.D. Lukin, E. Demler",Breakdown of the local density approximation in interacting systems of cold fermions in strongly Anisotropic Traps,Phys.Rev.A,2006
2000,0071311,"P. Rabl, D. DeMille, J. M. Doyle, M.D. Lukin, R. J. Schoelkopf, P. Zoller",Hybrid quantum processors: molecular ensembles as quantum memory for solid state circuits,Phys.Rev.Lett,2006
2000,0071311,"D.E. Chang, A.S. Sorensen, P.R. Hemmer, M.D. Lukin",Quantum optics with surface plasmons,Phys.Rev.Letters,2006
2000,0071311,"F.E. Zimmer, A. André, M.D. Lukin, M. Fleischhauer",Coherent control of stationary light pulses,Optics Communications,2006
2000,0071311,"R. Barnett, D. Petrov, M.D. Lukin, E. Demler",Quantum magnetism with multicomponent polar molecules in an optical lattice,Phys.Rev.Lett,2006
2000,0071311,"M.D. Eisaman, M. Fleischhauer, M.D. Lukin, A.S. Zibrov",Electromagnetically induced transparency: towards quantum control of single photons,Optics and Photonics News,2006
2000,0071311,"D.-W. Wang, M.D. Lukin, E. Demler",Engineering superfluidity in Bose-Fermi mixtures of ultracold atoms,Phys.Rev.A,2005
2000,0071311,"K. Xu, Y. Liu, D.E. Miller, J.K. Chin, W. Setiawan, and W. Ketterle",Observation of Strong Quantum Depletion in a Gaseous Bose-Einstein Condensate,Phys. Rev. Lett.,2006
2000,0071311,"MW. Zwierlein, A. Schirotzek, C.H. Schunck, and W, Ketterle",Fermionic Superfluidity with Imbalanced Spin Populations,Science,2006
2000,0071311,"G.K. Campbell, J. Mun, M. Boyd, E.W. Streed, W. Ketterle, and D.E. Pritchard",Parametric Amplification of Atoms,Phys. Rev. Lett.,2006
2000,0071311,"E.W Streed, A.P Chikkatur, T.L Gustavson, M. Boyd, Y. Torii, D. Schneble, G.K. Campbell, D.E. Pritchard, and W. Ketterle",Large atom number Bose-Einstein Condensate machines,Rev. Sci. Instrum.,2006
2000,0071311,"V. Gritsev, E. Demler, M. Lukin, A. Polkovnikov",Analysis of quench dynamics of coupled one dimensional condensates using quantum sine Gordon model,cond-mat,2007
2000,0071311,"A.M. Rey, L. Jiang, M. Fleischhauer, E. Demler, M.D. Lukin",Noise-resistant entanglement of strongly interacting spin systems,cond-mat,2007
2000,0071311,"A.V. Gorshkov, A. Andre, M. Fleischhauer, A.S. Sorensen, M.D. Lukin",Optimal storage of photon states in optically dense atomic media,Phys.Rev.Lett,2007
2000,0071311,"H.P. Büchler, E. Demler, M. Lukin, A. Micheli, N. Prokof'ev, G. Pupillo, P. Zoller",Strongly correlated 2D quantum phases with cold polar molecules: Controlling the shape of the interaction potential, Phys.Rev.Lett,2007
2000,0071311,"D.-W. Wang, M.D. Lukin, E. Demler",Quantum fluids of self-assembled chains of polar molecules,Phys.Rev.Lett,2006
2000,0071311,"A. André, D. DeMille, J. M. Doyle, M. D. Lukin, S. E. Maxwell, P. Rabl, R. J. Schoelkopf and P. Zoller",A coherent all-electrical interface between polar molecules and mesoscopic superconducting resonators,Nature Physics,2006
2000,0071311,M.W. Zwierlein and W. Ketterle,"Superfluidity of Polarized Fermi Gases 
Comment on ?Pairing and Phase Separation in a Polarized Fermi Gas?",Science,2006
2000,0071311,"G.K. Campbell, J. Mun, M. Boyd, P. Medley, A.E. Leanhardt, L. Marcassa, D.E. Pritchard, W. Ketterle",Imaging the Mott Insulator Shells By Using Atomic Clock Shifts,Science,2006
2000,0071311,"J.K. Chin, D.E. Miller, Y. Liu, C. Stan, W. Setiawan, C. Sanner, K. Xu, W. Ketterle",Evidence for Superfluidity of Ultracold Fermions in an Optical Lattice,Nature,2006
2000,0071311,"Y. Shin, M. W. Zwierlein, C. H. Schunck, A. Schirotzek, and W. Ketterle",Observation of Phase Separation in a Strongly-Interacting Imbalanced Fermi Gas,Phys. Rev. Lett.,2006
2000,0071311,"E.W. Streed, J. Mun, M. Boyd, G.K. Campbell, P. Medley, W. Ketterle, D.E. Pritchard",Continuous and Pulsed Quantum Zeno Effect,Phys. Rev. Lett.,2006
2000,0071311,"T. A. Pasquini, M. Saba, G. Jo, Y. Shin, W. Ketterle, D. E. Pritchard, T. A. Savas, N. Mulders",Low velocity quantum reflection of Bose-Einstein condensates,Phys. Rev. Lett.,2006
2000,0071311,"M.W. Zwierlein, C.H. Schunck, A. Schirotzek, W. Ketterle",Direct Observation of the Superfluid Phase Transition in Ultracold Fermi Gases,Nature,2006
2000,0071311,"9.	Ehud Altman, Eugene Demler, and Mikhail D. Lukin",Probing many-body states of ultra-cold atoms via noise correlations,Phys.Rev.A,2004
2000,0071311,"Daw-Wei Wang, Mikhail D. Lukin, Eugene Demler",Disordered Bose-Einstein Condensates in Quasi One-Dimensional Magnetic Microtraps,Phys.Rev.Lett.,2004
2000,0071311,"J.Y. Vaishnav,  A. Itsara,  and E. J. Heller",Hall of Mirrors Scattering from an Impurity in a Quantum Wire,Physical Review A,2006
2000,0071311,R.V.Krems and A.A. Buchachenko,"Electronic interaction anisotropy between
open-shell lanthanide atoms and helium from cold collision
experiment
",J.Chem.Phys.,2005
2000,0071311,"Z.Pavlovic,R.V.Krems,R.Cote and H.R.Sadeghpour","Magnetic Feshbach
resonances and Zeeman relaxation in bosonic chromium gas with
anisotropic interaction
",Phys.Rev.A,2005
2000,0071311,R.V.Krems,"Molecules near absolute zero and external field control of
atomic and molecular dynamics
",Int.Rev.Phys.Chem,2005
2000,0071311,"S.\ Nguyen, S.\ Charles Doret, C.\ Connolly, R.\ Michniak, W. Ketterle, J.M.\ Doyle",Evaporation of Metastable Helium in the Multi-partial-wave Regime,Physical Review A,2005
2000,0071311,"R. deCarvalho, N. Brahms, B. Newman, J.M. Doyle, D. Kleppner, and T. Greytak",A new path to ultracold hydrogen,Can. J. Phys,2005
2000,0071311,"R. Rabl, D. DeMille, J.M. Doyle, M.D. Lukin, R.J. Schoelkopf, and P. Zoller",Hybrid Quantum Processors: Molecular Ensembles as Quantum Memory for Solid State Circuits,Physical Review Letters,2006
2000,0071311,"Y. Shin, M. Saba, M. Vengalattore, T. A. Pasquini, C. Sanner, A. E. Leanhardt, M. Prentiss, D. E. Pritchard, and W. Ketterle",Dynamical Instability of a Doubly Quantized Vortex in a Bose-Einstein condensate,Phys. Rev. Lett.,2004
2000,0071311,"C.A. Stan, M.W. Zwierlein, C.H. Schunck, S.M.F. Raupach, and W. Ketterle",Observation of Feshbach resonances between two different atomic species,Phys. Rev. Lett.,2004
2000,0071311,"T.A. Pasquini, Y. Shin, C. Sanner, M. Saba, A. Schirotzek, D.E. Pritchard, and W. Ketterle",Quantum reflection of atoms from a solid surface at normal incidence,Phys. Rev. Lett.,2004
2000,0071311,"M.W. Zwierlein, C.A. Stan, C.H. Schunck, S.M.F. Raupach, A.J. Kerman, and W. Ketterle",Condensation of Pairs of Fermionic Atoms Near a Feshbach Resonance,Phys. Rev. Lett.,2004
2000,0071311,"M.H.\ Schleier-Smith, L.D.\ van Buuren, J.M.\ Doyle, S.N.\ Dzhosyuk, 
D.M.\ Gilliam, C.E.H.\ Mattoni, D.N.\ McKinsey, L.\ Yang and P.R.\ Huffm",The production of nitrogen-13 by neutron capture in boron compounds,NIM,2004
2000,0071311,"C.I.\ Hancox, S.C.\ Doret, M.T.\ Hummon, L.\ Luo, J.M.\ Doyle",Magnetic Trapping of the rare-earth atoms at millikelvin temperatrues,Nature,2004
2000,0071311,"S.N.\ Dzhosyuk, C.E.H.\ Mattoni, D.N.\ McKinsey, A.K.\ Thompson, L.\ Yang, J.M.\ Doyle and P.R.\ Huffman",Neutron-induced Luminescence and Activation in Neutron Shielding and Scintillation Detection Materials at Cryogenic Temperatures,NIM B,2004
2000,0071311,"D.\ Egorov, W.C.\ Campbell, B.\ Friedrich, S.E.\ Maxwell, E. Tsikata, L.D. van Buuren, J.M.\ Doyle",Buffer-gas cooling of NH via the beam loaded buffer-gas method,European Journal of Physics D,2004
2000,0071311,"R.V.\ Krems, D.\ Egorov, J.S.\ Helton, K.\ Maussang, S.V.\ Nguyen, J.M.\ Doyle",Zeeman Effect in CaF,Journal of Chemical Physics,2004
2000,0071311,"C.I.\ Hancox, S.C.\ Doret, M.\ Hummon, R.\ Krems, J.M.\ Doyle",Suppression of angular momentum transfer in cold collisions of     non-{S}-state transition metal atoms,Physical Review Letters,2004
2000,0071311,"C.I.\ Hancox, M.T.\ Hummon, S.V.\ Nguyen, J.M.\ Doyle",Evaporative cooling of magnetically trapped atomic molybdenum,Physical Review A,2004
2000,0071311,"D.-W. Wang, M.D. Lukin, E. Demler",Engineering superfluidity in Bose-Fermi Mixtures of Ultracold Atoms,Phys.Rev.Letters,2005
2000,0071311,"A. Andre, M. Bajcsy, A.S. Zibrov, M.D. Lukin",Nonlinear optics with stationary pulses of light,Phys.Rev.Lett.,2005
2000,0071311,"M. D.Eisaman, L.Childress, A. André, F. Massou, A. S.Zibrov, and M. D.Lukin",Shaping quantum pulses of light via coherent atomic memory,Phys.Rev.Lett.,2004
2000,0071311,"7.	A. Imambekov, M.D. Lukin, E. Demler",Magnetization plateaus for spin-one bosons in optical lattices: Stern-Gerlach experiments with strongly correlated atoms,Phys.Rev.Lett,2004
2000,0071311,"L. Mathey, D.-W. Wang, W. Hofstetter, M. D. Lukin, Eugene Demler",Luttinger liquid of polarons in one-dimensional boson-fermion mixtures,Phys.Rev.Lett.,2004
2000,0071311,E.J. Heller,Imaging electron interferometer,Physical Review Letters (electronic),2005
2000,0071311,"Westervelt RM, Topinka MA, LeRoy BJ, Bleszynski AC, Aidala K, Shaw SEJ, Heller EJ, Maranowski KD, Gossard AC",Imaging electron waves,PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,2004
2000,0071311,Heller E.J.,Perturbed wavepacket approach to many body spectra,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2004
2000,0071311,"Cohen D, Lepore N, Heller EJ",Consolidating boundary methods for finding the eigenstates of billiards,JOURNAL OF PHYSICS A-MATHEMATICAL AND GENERAL,2004
2000,0071311,"LeRoy BJ, Bleszynski AC, Topinka MA, Westervelt RM, Shaw SEJ, Heller EJ, Maranowski KD, Gossard AC","Imaging coherent electron flow
",INSTITUTE OF PHYSICS CONFERENCE SERIES,2003
2000,0071311,"G.K. Campbell, A.E. Leanhardt, J. Mun, M. Boyd, E.W. Streed, W. Ketterle, and D.E. Pritchard",Photon Recoil Momentum in Dispersive Media,Phys. Rev. Lett.,2005
2000,0071311,"M. Saba, T.A. Pasquini, C. Sanner, Y. Shin, W. Ketterle, and D.E. Pritchard",Continuous measurement of the relative phase of two Bose-Einstein condensates using light scattering,Science,2005
2000,0071311,"J.R. Abo-Shaeer, D.E. Miller, J.K. Chin, K. Xu, T. Mukaiyama, and W. Ketterle",Coherent Molecular Optics using Sodium Dimers,Phys. Rev. Lett.,2005
2000,0071311,"C.H. Schunck, M.W. Zwierlein, C.A. Stan, S.M.F. Raupach, W. Ketterle, A. Simoni, E. Tiesinga, C.J. Williams, and P.S. Julienne",Feshbach Resonances in Fermionic 6Li,Phys. Rev. A,2005
2000,0071311,"R.  Krems, G. Groenenboom, G.  and A. Dalgarno",Electronic Interaction Anisotropy between Atoms in Arbitrary Angular Momentum States, J. Phys Chem A,2004
2000,0071311,"E. Bodo, F. A. Gianturco, N. Balakrishnan, and A. Dalgarno",Chemical Reactions In The Limit Of Zero Kinetic Energy: Virtual States And Ramsauer Minima in F + H2 Æ HF+H,J Phys. B,2004
2000,0071311,X. Chu and A. Dalgarno,Linear Response Time-Dependent Density Functional Theory for Van Der Waals Coefficients,J. Chem. Phys.,2004
2000,0071311,R. Krems and A. Dalgarno, Collisions  of Atoms and Molecules in External Magnetic Fields,"(E.J. Brändas and E.S. Kryachko, eds) Fundamental World of Quantum Chemistry",2004
2000,0071311,"S.Jonsell, R.C. Forrey, A. Saenz, A. Froelich, and A.Dalgarno","Fine Structure in Cold Collisions of Spin-Polarized H(2s) Atoms,",Phys. Scripta T,2004
2000,0071311,"R. V. Krems, J. Klos, M.F.Rode, M.M.Szczesniak, G.Chalasinski and A. Dalgarno",Suppression of Angular Forces in Collisions of Non-S-State Transition Metal Atoms,Phys. Rev. Lett,2005
2000,0071311,"G. Barinovs, M.C. van Hemert, R. Krems and A. Dalgarno",Fine-structure Excitation of C+ and Si+ by Atomic Hydrogen,ApJ,2005
2000,0071311,"J.G.E. Harris, W.C. Campbell, D. Egorov, S.E. Maxwell, R.A. Michniak, S.V. Nguyen, L.D.
 van Buuren, W. Ketterle, J.M. Doyle", Deep Superconducting Magnetic Trap for Neutral Atoms,Review of Scientific Instruments,2004
2000,0071311,"J.G.E. Harris, R.A. Michniak, S.V. Nguyen, N. Brahms, W. Ketterle, J.M. Doyle",Buffer gas cooling and trapping of atoms with small effective magnetic moments,Europhysics Letters,2004
2000,0071311,"R. deCarvalho, J.M. Doyle",Evaporative cooling at low trap depth,Physical Review A,2004
2000,0071311,"G. Zabow, R.S. Conroy, M. Prentiss",Coherent matter-wave manipulation in the diabatic limit,Phys. Rev. Lett.,2004
2000,0071311,"M. Vengalattore, R. S. Conroy and M.G. Prentiss",Enhancement of phase space density by increasing trap anisotropy in a magneto-optical trap with a large number of atoms,Phys. Rev. Lett,2004
2000,0071311,"D.B. Wolfe, J.C. Love, B.D. Gates, G.M. Whitesides, R.S. Conroy and M. Prentiss",Fabrication of planar optical waveguides by electrical microcontact printing,Appl. Phys. Lett.,2004
2000,0071311,"S. Wu, W. Rooijakkers, P. Striehl, M. Prentiss","Bidirectional propagation of cold atoms in a ""stadium""-shaped magnetic guide",Phys. Rev. A,2004
2000,0071311,"D.B. Wolfe, R.S. Conroy, P. Garstecki, B.T. Mayers, M.A. Fischbach, K.E. Paul, M. Prentiss, G.M. Whitesides",Dynamic control of liquid-core/liquid-cladding optical waveguides,Proc. Natl. Acad. Sci (USA),2004
2000,0071311,"Y. Shin, M. Saba, M. Vengalattore, T.A. Pasquini, C Sanner, A.E. Leanhardt, M. Prentiss, D.E. Pritchard and W. Ketterle",Dynamical instability of a doubly quantized vortex in a Bose-Einstein condensate,Phys. Rev. Lett.,2004
2000,0071311,"M. Vengalattore, R.S. Conroy, W. Rooijakkers, M. Prentiss",Ferromagnets for integrated atom optics,J. Appl. Phys,2004
2000,0071311,"A. Imambekov, M. Lukin, and E. Demler","Spin Exchange Interactions of Spin-One Bosons in Optical Lattices: Singlet, Nematic and Dimerized Phases",Phys. Rev. A,2003
2000,0071311,"C.H. van der Wal, M.D. Eisaman, A. André, R.L. Walsworth, D.F. Phillips, A.S. Zibrov and M.D. Lukin",Atomic memory for correlated photon states,Science,2003
2000,0071311,"M. Vengalattore, W. Rooijakkers, R. Conroy, and M. Prentiss",Suppression of photon rescattering due to spatial anisotropy in a cold atomic gas,Phys. Rev. A,2003
2000,0071311,"R.S. Conroy, Y. Xiao, M. Vengalattore, W. Rooijakkers, and M. Prentiss","Compact, robust source of cold atoms for efficient loading of a magnetic guide",Optics Commun.,2003
2000,0071311,"R.S. Conroy, Y. Xiao, M. Vengalattore, W. Rooijakkers, and M. Prentiss","Compact, robust source of cold atoms for efficient loading of a magnetic guide",Optics Commun.,2003
2000,0071311,"D.B. Wolfe, J.C. Love, B.D. Gates, G.M. Whitesides, R.S. Conroy, M. Prentiss",Fabrication of planar optical waveguides by electrical microcontact printing,Appl. Phys. Lett.,2004
2000,0071311,"R. Cote, V. Kharchenko and M.D. Lukin",Controlling spin exchange interaction in optical lattices,PRL cond-mat/0210564,2003
2000,0071311,M.D. Lukin,Colloquium: Trapping and manipulating photon states in atomic ensembles,Rev. Mod. Phys.,2003
2000,0071311,R. V. Krems and A. Dalgarno,Quantum Mechanical Theory of Atom Molecule and Molecular Collisions in a Magnetic Field: Spin Polarization,J. Chem. Phys,2004
2000,0071311,S. Li and E. J. Heller,Quantum Multiple Scattering: Eigenmode Expansion and Its Applications to Proximity Resonance,PRA,2003
2000,0071311,"Y. Shin, M. Saba, T. Pasquini, W. Ketterle, D.E. Pritchard, and A.E. Leanhardt",Atom interferometry with Bose-Einstein condensates in a double-well potential,Phys. Rev. Lett.,2004
2000,0071311,"M.W. Zwierlein, C.A. Stan, C.H. Schunck, S.M.F. Raupach, S. Gupta, Z. Hadzibabic, and W. Ketterle",Observation of Bose-Einstein Condensation of Molecules,Phys. Rev. Lett.,2003
2000,0071311,"K, Xu, T. Mukaiyama, J.R. Abo-Shaeer, J.K. Chin, D. Miller, and W. Ketterle",Formation of Quantum-Degenerate Sodium Molecules,Phys. Rev. Lett.,2003
2000,0071311,"A. E. Leanhardt, T. A. Pasquini, M. Saba, A. Schirotzek, Y. Shin, D. Kielpinski, D. E. Pritchard, and W. Ketterle",Cooling of Bose-Einstein condensates below 500 Picokelvin,Science,2003
2000,0071311,"M.W. Zwierlein, Z. Hadzibabic, S. Gupta, and W. Ketterle",Spectroscopic insensitivity to cold collisions in a two-state mixture of fermions,Phys. Rev. Lett.,2003
2000,0071311,"Z. Hadzibabic, S. Gupta, C.A. Stan, C.H. Schunck, M.W. Zwierlein, K. Dieckmann, and W. Ketterle",Fifty-fold improvement in the number of quantum degenerate fermionic atoms,Phys. Rev. Lett.,2003
2000,0071311,"S. Gupta, Z. Hadzibabic, M.W. Zwierlein, C.A. Stan, K. Dieckmann, C.H. Schunck, E.G.M. van Kempen, B.J. Verhaar, and W. Ketterle",RF Spectroscopy of Ultracold Fermions,Science,2003
2000,0071311,"D. Schneble, Y. Torii, M. Boyd, E.W. Streed, D.E. Pritchard, and W. Ketterle",The Onset of Matter-Wave Amplification in a Superradiant Bose-Einstein Condensate,Science,2003
